kurum_id,kurum_adi,kurum_tipi,il_kodu,il_adi,ilce_adi,adres,telefon,koordinat_lat,koordinat_lon,web_sitesi,veri_kaynagi,son_guncelleme,kaynak_url
TR-07-OZEL-031,ÖZEL MEDSTAR TOPÇULAR HASTANESİ,Özel Genel Hastane,7,ANTALYA,MURATPAŞA,MURATPAŞA/ANTALYA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-07-OZEL-031,ÖZEL MEMORIAL ANTALYA HASTANESİ,Özel Genel Hastane,7,ANTALYA,KEPEZ,KEPEZ/ANTALYA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-07-OZEL-026,ÖZEL OFM ANTALYA HASTANESİ,Özel Genel Hastane,7,ANTALYA,KEPEZ,KEPEZ/ANTALYA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-07-OZEL-023,ÖZEL OLİMPOS  HASTANESİ,Özel Genel Hastane,7,ANTALYA,KONYAALTI,KONYAALTI/ANTALYA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-07-OZEL-026,ÖZEL OPERA YAŞAM HASTANESİ,Özel Genel Hastane,7,ANTALYA,MURATPAŞA,MURATPAŞA/ANTALYA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-07-OZEL-031,ÖZEL ŞELALE TERMESSOS HASTANESİ,Özel Genel Hastane,7,ANTALYA,DÖŞEMEALTI,DÖŞEMEALTI/ANTALYA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-07-OZEL-028,ÖZEL UNCALI MEYDAN HASTANESİ,Özel Genel Hastane,7,ANTALYA,KONYAALTI,KONYAALTI/ANTALYA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-07-OZEL-049,ÖZEL VİTALE KADIN HASTALIKLARI VE DOĞUM HASTANESİ,Özel Kadın Hastalıkları ve Doğum Hastanesi,7,ANTALYA,KEPEZ,KEPEZ/ANTALYA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-07-OZEL-026,ÖZELALANYA YAŞAM HASTANESİ,Özel Genel Hastane,7,ANTALYA,ALANYA,ALANYA/ANTALYA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-07-OZEL-027,SİDE ÖZEL ANADOLU HASTANESİ,Özel Genel Hastane,7,ANTALYA,MANAVGAT,MANAVGAT/ANTALYA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-09-OZEL-024,ÖZEL AYDIN GÖZ HASTANESİ,Özel Göz Hastanesi,9,AYDIN,EFELER,EFELER/AYDIN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-09-OZEL-023,ÖZEL EGE LİVA HASTANESİ,Özel Genel Hastane,9,AYDIN,EFELER,EFELER/AYDIN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-09-OZEL-021,ÖZEL EGEMED HASTANESİ,Özel Genel Hastane,9,AYDIN,SÖKE,SÖKE/AYDIN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-09-OZEL-029,ÖZEL GÖZDE KUŞADASI HASTANESİ,Özel Genel Hastane,9,AYDIN,KUŞADASI,KUŞADASI/AYDIN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-09-OZEL-023,ÖZEL KUŞADASI HASTANESİ,Özel Genel Hastane,9,AYDIN,KUŞADASI,KUŞADASI/AYDIN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-09-OZEL-023,ÖZEL MEDİNOVA HASTANESİ,Özel Genel Hastane,9,AYDIN,EFELER,EFELER/AYDIN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-09-OZEL-023,ÖZEL REFERANS HASTANESİ,Özel Genel Hastane,9,AYDIN,NAZİLLİ,NAZİLLİ/AYDIN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-10-OZEL-029,ÖZEL BANDIRMA ROYAL HASTANESİ,Özel Genel Hastane,10,BALIKESİR,BANDIRMA,BANDIRMA/BALIKESİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-10-OZEL-029,ÖZEL EDREMİT KÖRFEZ HASTANESİ,Özel Genel Hastane,10,BALIKESİR,EDREMİT,EDREMİT/BALIKESİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-10-OZEL-030,ÖZEL İZMİRYOLU SEVGİ HASTANESİ,Özel Genel Hastane,10,BALIKESİR,ALTIEYLÜL,ALTIEYLÜL/BALIKESİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-10-OZEL-020,ÖZEL SEVGİ HASTANESİ,Özel Genel Hastane,10,BALIKESİR,KARESİ,KARESİ/BALIKESİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-12-OZEL-021,ÖZEL BİNGÖL HASTANESİ,Özel Genel Hastane,12,BİNGÖL,MERKEZ,MERKEZ/BİNGÖL,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-13-OZEL-025,ÖZEL TATVAN CAN HASTANESİ,Özel Genel Hastane,13,BİTLİS,TATVAN,TATVAN/BİTLİS,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-14-OZEL-020,ÖZEL ÇAĞSU HASTANESİ,Özel Genel Hastane,14,BOLU,MERKEZ,MERKEZ/BOLU,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-14-OZEL-026,ÖZEL FATMA HATUN HASTANESİ,Özel Genel Hastane,14,BOLU,MERKEZ,MERKEZ/BOLU,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-15-OZEL-022,ÖZEL ACADEMİ HASTANESİ,Özel Genel Hastane,15,BURDUR,BUCAK,BUCAK/BURDUR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-029,ÖZEL ACIBADEM BURSA HASTANESİ,Özel Genel Hastane,16,BURSA,NİLÜFER,NİLÜFER/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-028,ÖZEL ARİTMİ İNEGÖL HASTANESİ,Özel Genel Hastane,16,BURSA,İNEGÖL,İNEGÖL/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-031,ÖZEL ARİTMİ OSMANGAZİ HASTANESİ,Özel Genel Hastane,16,BURSA,OSMANGAZİ,OSMANGAZİ/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-028,ÖZEL BURSA ANADOLU HASTANESİ,Özel Genel Hastane,16,BURSA,NİLÜFER,NİLÜFER/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-054,ÖZEL BURSA ROMATEM FİZİK TEDAVİ VE REHABİLİTASYON HAST,Özel Fizik Tedavi ve Rehabilitasyon Hastanesi,16,BURSA,OSMANGAZİ,OSMANGAZİ/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-034,ÖZEL CEYLAN INTERNATİONAL HOSPİTAL,Özel Genel Hastane,16,BURSA,OSMANGAZİ,OSMANGAZİ/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-023,ÖZEL CİHANGİR HASTANESİ,Özel Genel Hastane,16,BURSA,İNEGÖL,İNEGÖL/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-037,ÖZEL ÇEKİRGE KALP VE ARİTMİ HASTANESİ,Özel Kalp Hastanesi,16,BURSA,OSMANGAZİ,OSMANGAZİ/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-031,ÖZEL DORUK ÖZEL BURSA HASTANESİ,Özel Genel Hastane,16,BURSA,OSMANGAZİ,OSMANGAZİ/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-029,ÖZEL DORUK YILDIRIM HASTANESİ,Özel Genel Hastane,16,BURSA,YILDIRIM,YILDIRIM/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-030,ÖZEL DÜNYA GÖZ BURSA HASTANESİ,Özel Genel Hastane,16,BURSA,OSMANGAZİ,OSMANGAZİ/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-023,ÖZEL ESENTEPE HASTANESİ,Özel Genel Hastane,16,BURSA,NİLÜFER,NİLÜFER/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-020,ÖZEL HAYAT HASTANESİ,Özel Genel Hastane,16,BURSA,OSMANGAZİ,OSMANGAZİ/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-020,ÖZEL JİMER HASTANESİ,Özel Genel Hastane,16,BURSA,NİLÜFER,NİLÜFER/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-024,ÖZEL MEDİCABİL HASTANESİ,Özel Genel Hastane,16,BURSA,NİLÜFER,NİLÜFER/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-029,ÖZEL MEDİCANA BURSA HASTANESİ,Özel Genel Hastane,16,BURSA,NİLÜFER,NİLÜFER/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-024,ÖZEL PEMBEMAVİ HASTANESİ,Özel Genel Hastane,16,BURSA,NİLÜFER,NİLÜFER/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-025,ÖZEL RETİNA GÖZ HASTANESİ,Özel Göz Hastanesi,16,BURSA,NİLÜFER,NİLÜFER/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-16-OZEL-035,ÖZEL VM MEDİCALPARK BURSA HASTANESİ,Özel Genel Hastane,16,BURSA,OSMANGAZİ,OSMANGAZİ/BURSA,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-17-OZEL-023,ÖZEL BİGA CAN HASTANESİ,Özel Genel Hastane,17,ÇANAKKALE,BİGA,BİGA/ÇANAKKALE,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-17-OZEL-032,ÖZEL ÇANAKKALE ANADOLU HASTANESİ,Özel Genel Hastane,17,ÇANAKKALE,MERKEZ,MERKEZ/ÇANAKKALE,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-18-OZEL-032,ÇANKIRI ÖZEL KARATEKİN HASTANESİ,Özel Genel Hastane,18,ÇANKIRI,MERKEZ,MERKEZ/ÇANKIRI,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-19-OZEL-020,ÇORUM ÖZEL HASTANESİ,Özel Genel Hastane,19,ÇORUM,MERKEZ,MERKEZ/ÇORUM,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-19-OZEL-023,ÖZEL ELİTPARK HASTANESİ,Özel Genel Hastane,19,ÇORUM,MERKEZ,MERKEZ/ÇORUM,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-20-OZEL-022,ÖZEL DENİPOL HASTANESİ,Özel Genel Hastane,20,DENİZLİ,MERKEZEFENDİ,MERKEZEFENDİ/DENİZLİ,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-20-OZEL-030,ÖZEL DENİZLİ CERRAHİ HASTANESİ,Özel Genel Hastane,20,DENİZLİ,PAMUKKALE,PAMUKKALE/DENİZLİ,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-20-OZEL-029,ÖZEL DENİZLİ SAĞLIK HASTANESİ,Özel Genel Hastane,20,DENİZLİ,MERKEZEFENDİ,MERKEZEFENDİ/DENİZLİ,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-20-OZEL-029,ÖZEL DENİZLİ TEKDEN HASTANESİ,Özel Genel Hastane,20,DENİZLİ,MERKEZEFENDİ,MERKEZEFENDİ/DENİZLİ,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-20-OZEL-018,ÖZEL EGE HASTANESİ,Özel Genel Hastane,20,DENİZLİ,MERKEZEFENDİ,MERKEZEFENDİ/DENİZLİ,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-20-OZEL-025,ÖZEL GÖZAKADEMİ HASTANESİ,Özel Göz Hastanesi,20,DENİZLİ,MERKEZEFENDİ,MERKEZEFENDİ/DENİZLİ,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-20-OZEL-019,ÖZEL ODAK HASTANESİ,Özel Genel Hastane,20,DENİZLİ,MERKEZEFENDİ,MERKEZEFENDİ/DENİZLİ,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-20-OZEL-024,ÖZEL VİZYONGÖZ HASTANESİ,Özel Genel Hastane,20,DENİZLİ,MERKEZEFENDİ,MERKEZEFENDİ/DENİZLİ,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-20-OZEL-026,ÖZEL YAYLALI GÖZ HASTANESİ,Özel Göz Hastanesi,20,DENİZLİ,MERKEZEFENDİ,MERKEZEFENDİ/DENİZLİ,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-21-OZEL-021,ÖZEL BAĞLAR HASTANESİ,Özel Genel Hastane,21,DİYARBAKIR,BAĞLAR,BAĞLAR/DİYARBAKIR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-21-OZEL-029,ÖZEL BOWER HOSPİTAL HASTANESİ,Özel Genel Hastane,21,DİYARBAKIR,YENİŞEHİR,YENİŞEHİR/DİYARBAKIR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-21-OZEL-032,ÖZEL DİYAR DÜNYA DOĞUM HASTANESİ,Özel Doğum Hastanesi,21,DİYARBAKIR,YENİŞEHİR,YENİŞEHİR/DİYARBAKIR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-21-OZEL-033,ÖZEL DİYAR LİFE DAĞKAPI HASTANESİ,Özel Genel Hastane,21,DİYARBAKIR,YENİŞEHİR,YENİŞEHİR/DİYARBAKIR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-21-OZEL-031,ÖZEL GENESİS HOSPİTAL HASTANESİ,Özel Genel Hastane,21,DİYARBAKIR,KAYAPINAR,KAYAPINAR/DİYARBAKIR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-21-OZEL-029,ÖZEL MEMORİAL DİCLE HASTANESİ,Özel Genel Hastane,21,DİYARBAKIR,KAYAPINAR,KAYAPINAR/DİYARBAKIR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-21-OZEL-034,ÖZEL MEMORİAL DİYARBAKIR HASTANESİ,Özel Genel Hastane,21,DİYARBAKIR,KAYAPINAR,KAYAPINAR/DİYARBAKIR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-21-OZEL-021,ÖZEL SULTAN HASTANESİ,Özel Genel Hastane,21,DİYARBAKIR,BAĞLAR,BAĞLAR/DİYARBAKIR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-22-OZEL-019,ÖZEL EKOL HASTANESİ,Özel Genel Hastane,22,EDİRNE,MERKEZ,MERKEZ/EDİRNE,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-22-OZEL-020,ÖZEL KEŞAN HASTANESİ,Özel Genel Hastane,22,EDİRNE,KEŞAN,KEŞAN/EDİRNE,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-22-OZEL-021,ÖZEL TRAKYA HASTANESİ,Özel Genel Hastane,22,EDİRNE,MERKEZ,MERKEZ/EDİRNE,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-23-OZEL-027,ÖZEL DOĞU ANADOLU HASTANESİ,Özel Genel Hastane,23,ELAZIĞ,MERKEZ,MERKEZ/ELAZIĞ,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-23-OZEL-027,ÖZEL ELAZIĞ HAYAT HASTANESİ,Özel Genel Hastane,23,ELAZIĞ,MERKEZ,MERKEZ/ELAZIĞ,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-23-OZEL-027,ÖZEL MEDİCAL PARK HASTANESİ,Özel Genel Hastane,23,ELAZIĞ,MERKEZ,MERKEZ/ELAZIĞ,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-24-OZEL-019,ÖZEL NEON HASTANESİ,Özel Genel Hastane,24,ERZİNCAN,MERKEZ,MERKEZ/ERZİNCAN,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-25-OZEL-021,ÖZEL BUHARA HASTANESİ,Özel Genel Hastane,25,ERZURUM,PALANDÖKEN,PALANDÖKEN/ERZURUM,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-26-OZEL-034,ÖZEL ACIBADEM ESKİŞEHİR HASTANESİ.,Özel Genel Hastane,26,ESKİŞEHİR,TEPEBAŞI,TEPEBAŞI/ESKİŞEHİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-26-OZEL-032,ÖZEL ESKİŞEHİR ANADOLU HASTANESİ,Özel Genel Hastane,26,ESKİŞEHİR,ODUNPAZARI,ODUNPAZARI/ESKİŞEHİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-26-OZEL-031,ÖZEL GÜRLİFE HOSPİTAL HASTANESİ,Özel Genel Hastane,26,ESKİŞEHİR,TEPEBAŞI,TEPEBAŞI/ESKİŞEHİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
TR-26-OZEL-047,ÖZEL OLDCİTYDENT  AĞIZ VE DİŞ SAĞLIĞI HASTANESİ,Özel Diş Hastanesi,26,ESKİŞEHİR,TEPEBAŞI,TEPEBAŞI/ESKİŞEHİR,,,,,T.C. Sağlık Bakanlığı - Özel Hastaneler Daire Başkanlığı,2025-07-11,https://shgmozelhasdb.saglik.gov.tr/TR-53567/ozel-hastane-listesi-faal.html
